OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
1,Irontown,C,564,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11358,Utah,Iron,Cedar/Beaver,06-03-01,Escalante Desert,90,90,90,0,0,0,0,0,0,0,0,4.52,4.52,4.52,0,0,0,0,0,0,0,0,115.75,115.75,0,0,4538.50352952399,1241166.71290694
2,Mountain View SSD,C,533,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11169,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,378,378,378,0,0,0,0,0,0,0,0,57.23,57.23,57.23,0,0,0,0,0,0,0,0,96.85,96.85,0,0,3563.86713982579,748332.726916597
3,Brooklyn Tapline Co. Inc.,C,1027,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1352,Utah,Sevier,Sevier River,05-04-02,Richfield,521,521,297,224,0,0,0,0,0,0,0,90.47,90.47,51.55,38.92,0,0,0,0,0,0,0,0,0,0,0,7116.4383656486,256905.046485175
4,Sunset Park Water Co.,C,88,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11292,Utah,Box Elder,Bear River,01-01-06,Tremonton,159,159,150,0,0,9,0,0,0,0,0,7.14,7.14,6.72,0,0,0.42,0,0,0,0,0,34.77,34.77,0,0,3282.12509149204,598327.663356926
5,"Fredonia, AZ",C,2152,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1433,Arizona,Coconino,Kanab Creek/Virgin River,10-02-02,Kanab Creek,184,184,116,15,51,2,0,0,0,0,0,274.9,274.9,173.7,22.45,76.04,2.7,0,0,0,0,0,641.61,278.43,363.18,0,27026.3700842124,28148850.6550739
6,Hildale - Colorado City,C,1527,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1443,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,67,67,57,7,1,2,0,0,0,0,0,410.82,410.82,349.39,41.56,4.97,14.91,0,0,0,0,0,927.73,883.73,44,0,59442.1811777457,70550024.2578004
7,Kane County WCD - Johnson Canyon,C,631,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10869,Utah,Kane,Kanab Creek/Virgin River,10-02-01,Johnson Wash,114,114,114,0,0,0,0,0,0,0,0,89.48,89.48,89.48,0,0,0,0,0,0,0,0,847.41,847.41,0,0,70445.1467495441,34146634.7764144
8,Glen Canyon SSD #1 (Big Water),C,606,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1199,Utah,Kane,Southeast Colorado River,09-04-00,Wahweep Creek,278,278,182,9,30,56,0,0,0,0,0,147.74,147.74,96.86,4.79,16.15,29.95,0,0,0,0,0,686,686,0,0,24255.2115992592,24519114.2613565
9,Kanab City,C,608,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1176,Utah,Kane,Kanab Creek/Virgin River,10-02-02,Kanab Creek,294,246,132,35,79,0,48,48,0,0,0,1573.15,1315.28,704.66,188.05,421.95,0.62,257.87,257.87,0,0,0,3095.06,2982.07,112.99,0,53424.2820518746,64642670.8918932
10,Church Wells SSD,C,605,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1920,Utah,Kane,Southeast Colorado River,09-04-00,Wahweep Creek,314,314,267,48,0,0,0,0,0,0,0,31.66,31.66,26.87,4.79,0,0,0,0,0,0,0,221.94,221.94,0,0,8207.4750439356,4187009.11490657
11,Big Plains - Apple Valley,C,1574,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11014,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,196,196,196,0,0,0,0,0,0,0,0,92.82,92.82,92.82,0,0,0,0,0,0,0,0,544.76,544.76,0,0,7327.60105616093,2508943.56706981
12,Mexican Hat SSD (San Juan SSD #1),C,2065,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1123,Utah,San Juan,Southeast Colorado River,09-03-01,San Juan River,211,211,9,202,0,0,0,0,0,0,0,9.21,9.21,0.41,8.8,0,0,0,0,0,0,0,40.35,40.35,0,0,5012.52409024549,1001999.2535291
13,Santa Clara City,C,1536,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1207,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,223,192,170,4,18,0,31,4,0,28,0,1880.21,1617.05,1433,32.11,150.34,1.61,263.15,29.64,0,233.51,0,2142.74,2045.89,96.85,0,26995.3861961599,24661713.1951132
14,Rockville Pipeline Co.,C,1534,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1074,Utah,Washington,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,673,132,131,0,1,0,541,529,0,12,0,186.1,36.4,36.18,0,0.22,0,149.7,146.4,0,3.3,0,113.36,82.69,30.67,0,43706.2420682331,34569417.9156428
15,Springdale Town Water System,C,1537,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1342,Utah,Washington,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,1834,539,70,450,19,0,1295,1040,0,255,0,1212.05,356.27,46.33,297.31,12.63,0,855.78,687.55,0,168.23,0,590.73,0,92.73,498,23966.3689740086,18780672.7274779
16,Washington City,C,1541,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1254,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,326,222,191,24,7,0,104,6,0,99,0,8735.71,5942.81,5113.85,635.82,189.99,3.15,2792.9,148.57,0,2644.32,0,1525.36,1525.36,0,0,90313.3851674384,132317891.725173
17,Ivins,C,1529,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1296,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,190,180,148,19,13,0,11,11,0,0,0,1831.62,1729.48,1428.71,179.39,121.39,0,102.14,102.14,0,0,0,393,393,0,0,32837.5186220588,25457091.3958656
18,Virgin,C,1540,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1171,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,254,155,104,32,19,0,99,81,0,18,0,196.35,119.65,80.67,24.62,14.37,0,76.7,62.81,0,13.89,0,0.01,0,0,0.01,51300.9312017171,66509596.635252
19,Kayenta Water Users Inc.,C,1565,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1407,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,128,128,123,5,0,0,0,0,0,0,0,98.71,98.71,95.1,3.62,0,0,0,0,0,0,0,0,0,0,0,20550.9418517069,13249177.3200937
20,Hurricane City,C,1528,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1169,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,367,195,152,15,24,4,173,61,72,40,0,6861.28,3637.39,2835.11,288.48,440.15,73.65,3223.89,1132.23,1351.53,740.12,0,4481.69,2205.69,2276,0,129427.062375685,202128977.917682
21,St. George City Water System,C,1535,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1133,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,324,250,190,38,19,3,74,1,0,73,0,29837.38,23010.48,17501.17,3477.1,1748.1,284.1,6826.91,119.64,4.08,6703.19,0,11089.5,8618.5,2471,0,140857.53430608,315087883.086382
22,Winchester Hills Water Co.,C,1561,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1447,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,316,316,316,0,0,0,0,0,0,0,0,318.5,318.5,318.5,0,0,0,0,0,0,0,0,274.21,274.21,0,0,9502.1126967499,3699043.0899933
23,Angell Springs SSD,C,1579,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10875,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,66,66,66,0,0,0,0,0,0,0,0,17.72,17.72,17.72,0,0,0,0,0,0,0,0,129.4,90.8,38.6,0,8163.25998972968,1797530.00036747
24,Zion Canyon Water System,C,1562,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1047,Utah,Washington,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,48,48,9,28,11,0,0,0,0,0,0,171.58,171.58,32.99,99.7,38.89,0,0,0,0,0,0,507.64,0,507.64,0,23884.1989145761,4801418.95942833
25,Leeds Domestic Water Users Assoc.,C,1531,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1000,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,304,211,187,17,5,1,93,93,0,0,0,265.3,184.28,163.74,15.2,4.47,0.87,81.02,81.02,0,0,0,481.12,338.96,142.16,0,56119.3125299783,25750461.8109759
26,La Verkin City Water System,C,1530,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1028,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,394,94,80,7,7,0,301,301,0,0,0,2120.36,504.39,428.68,35.45,38.2,2.07,1615.97,1615.97,0,0,0,714.3,0,714.3,0,42770.0354689602,55859953.123466
27,Bluff Water Works Service District,C,912,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1308,Utah,San Juan,Southeast Colorado River,09-03-01,San Juan River,309,228,228,0,0,0,81,81,0,0,0,91.31,67.49,67.49,0,0,0,23.82,23.82,0,0,0,164.64,164.64,0,0,7942.63698868553,2121105.77496678
28,Diamond Valley Acres,C,1570,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1421,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,183,183,162,0,22,0,0,0,0,0,0,281.39,281.39,247.97,0,33.42,0,0,0,0,0,0,581.08,581.08,0,0,21136.7018703295,9853103.18109281
29,Orderville Town Water System,C,610,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1025,Utah,Kane,Kanab Creek/Virgin River,10-01-01,Long Valley,590,256,110,86,59,1,334,249,0,85,0,379.25,164.75,70.93,55,38.02,0.8,214.5,160.1,0,54.4,0,465.08,443.88,21.2,0,41459.2265739881,35698271.1167643
30,Toquerville Town Water System,C,1538,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1127,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,403,119,119,0,0,0,284,230,0,54,0,757.93,223.91,223.91,0,0,0,534.02,432.21,0,101.81,0,363.18,0,363.18,0,47413.3271839298,70664529.0930398
31,Gunlock SSD,C,1526,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1312,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,1036,958,958,0,0,0,79,79,0,0,0,109.1,100.82,100.82,0,0,0,8.28,8.28,0,0,0,103.88,72.64,31.24,0,20312.6401737005,11051360.2497783
32,Dammeron Valley Water Works LLC,C,1547,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1445,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,304,304,304,0,0,0,0,0,0,0,0,273.66,273.66,273.63,0,0.03,0,0,0,0,0,0,363.76,363.76,0,0,15060.8589189491,7119576.16399303
33,Glendale Town Water System,C,607,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1073,Utah,Kane,Kanab Creek/Virgin River,10-01-01,Long Valley,669,340,335,2,2,0,329,329,0,0,0,277.2,140.81,139.02,0.93,0.86,0,136.39,136.39,0,0,0,134.43,108.6,25.83,0,43520.4503955465,28723943.6447171
34,Veyo Culinary Water Association,C,1539,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1206,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,735,509,478,14,9,8,227,227,0,0,0,568.29,393.2,369.1,11.1,6.9,6.1,175.09,175.09,0,0,0,275.96,78.4,197.56,0,27045.5127301045,15038752.4014641
35,Pine Valley Mt. Farms,C,1566,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1425,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,647,647,647,0,0,0,0,0,0,0,0,137.62,137.62,137.62,0,0,0,0,0,0,0,0,185.23,185.23,0,0,6377.51248498935,1913091.26176835
36,Pine Valley Irrigation Co.,C,1542,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1219,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,1070,852,800,13,39,0,218,218,0,0,0,263.56,209.89,197.09,3.19,9.61,0,53.67,53.67,0,0,0,843.38,28.25,815.13,0,21446.3263527266,8812863.88068704
37,Central Culinary Water Co.,C,1523,https://waterlink.utah.gov/deqWater/reports.html?systemId=297,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,394,228,228,0,0,0,166,166,0,0,0,48.53,28.05,28.05,0,0,0,20.48,20.48,0,0,0,35.51,25.83,9.68,0,6872.28574849777,813641.742108947
