FID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
147,Riverton City Water System,C,805,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1306,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,428,81,66,7,7,0,347,332,0,15,0,20536.49,3878.18,3175.81,356.95,345.42,0,16658.31,15932.41,0,725.9,0,5040,0,40,5000,40847.1404278553,55135931.6790481
148,Maeser WID,C,1258,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1273,Utah,Uintah,Uintah,07-02-03,Vernal,225,136,123,1,12,1,88,88,0,0,0,1023.89,621.57,560.91,5.03,52.48,3.15,402.32,402.32,0,0,0,847.98,163.83,684.15,0,41668.477494464,54980413.7421841
149,Herriman City Municipal Water Department,C,906,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1050,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,153,145,116,12,17,0,8,4,0,4,0,7990.88,7581.75,6072.5,644.78,864.47,0,409.13,218.72,0,190.41,0,3101,383,51,2667,70933.814930998,90690810.798887
150,WaterPro Inc. (Draper Irrigation Company),C,788,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1359,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,323,187,143,28,16,0,136,102,0,34,0,10334.2,5992.07,4561.09,910.6,516.88,3.5,4342.13,3258.69,0,1083.44,0,6265.96,2569.96,0,3696,43997.607503477,54490714.8161918
151,Copperton Improvement District,C,787,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1275,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,187,187,160,19,8,0,0,0,0,0,0,195.04,195.04,166.74,20.3,8,0,0,0,0,0,0,624.5,624.5,0,0,34892.5574940162,32562381.764889
152,White City WID,C,800,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1210,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,191,191,161,9,20,0,0,0,0,0,0,2822,2822,2380,140,302,0,0,0,0,0,0,4051.5,4051.5,0,0,19786.9424504163,10585397.4709788
153,South Jordan City,C,803,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1240,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,244,178,129,33,16,0,66,47,4,15,0,19864.96,14499.76,10512.56,2682.2,1305,0,5365.2,3817.2,295.6,1252.4,0,0,0,0,0,53517.9464254157,99963502.4787503
154,Honeyville Town Water System,C,49,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1080,Utah,Box Elder,Bear River,01-01-06,Tremonton,665,624,578,43,2,0,41,18,19,4,0,1117.71,1048.02,971.64,71.98,3.96,0.43,69.69,30.89,32.11,6.69,0,1186.37,887.76,298.61,0,44927.3666324243,53423352.5980491
155,Nibley City Water,C,97,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1023,Utah,Cache,Bear River,01-01-04,Cache Valley,253,182,162,4,12,5,71,71,0,0,0,2110.65,1519.12,1350.49,30.87,96.33,41.43,591.54,591.54,0,0,0,3610.17,3066.82,543.35,0,40138.3228333009,19118236.0276568
156,Millville City Water,C,108,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1332,Utah,Cache,Bear River,01-01-04,Cache Valley,275,237,210,1,16,10,38,36,0,2,0,604.07,520.02,460.76,1.35,35.97,21.94,84.05,80.01,0,4.04,0,1010.41,726.35,201.76,82.3,18881.5404429056,9018829.80612907
157,Elwood Town,C,41,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1311,Utah,Box Elder,Bear River,01-01-06,Tremonton,168,153,129,8,16,0,15,15,0,0,0,229.08,209.08,175.98,10.68,21.93,0.5,20,20,0,0,0,1057.4,560.9,22,474.5,51695.9294359765,38250752.4880449
158,Thatcher-Penrose Service District,C,58,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1202,Utah,Box Elder,Bear River,01-01-06,Tremonton,199,199,199,0,0,0,0,0,0,0,0,160.39,160.39,160.39,0,0,0,0,0,0,0,0,336.45,336.45,0,0,64473.898013082,14029846.910612
159,Marble Hills Subdivision,C,78,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1440,Utah,Box Elder,Bear River,01-01-06,Tremonton,321,321,321,0,0,0,0,0,0,0,0,93.63,93.63,93.63,0,0,0,0,0,0,0,0,161.41,161.41,0,0,4457.63877700078,1211976.7756558
160,West Corinne Water Co.,C,55,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1038,Utah,Box Elder,Bear River,01-01-07,Brigham City,356,342,324,19,0,0,14,13,0,1,0,701.87,674.87,638.01,36.62,0.25,0,27,25,0,2,0,781.03,538.31,242.12,0.6,219321.812252359,259110434.718695
161,Bothwell Town Water System,C,37,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1153,Utah,Box Elder,Bear River,01-01-06,Tremonton,319,149,147,0,2,0,170,106,0,63,0,128.46,60.07,59.29,0,0.78,0,68.39,42.89,0,25.5,0,210,210,0,0,30049.1875126326,18877167.5878896
162,Garland City Corporation,C,42,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1125,Utah,Box Elder,Bear River,01-01-06,Tremonton,130,116,96,5,14,0,14,7,0,7,0,420.05,373.35,311.1,16.52,45.74,0,46.7,23.19,0,23.5,0,2080,0,2080,0,31652.3940825071,10907619.7677897
163,Willow Creek Water Co.,C,82,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11297,Utah,Box Elder,Bear River,01-01-04,Cache Valley,176,176,173,3,0,0,0,0,0,0,0,34.42,34.42,33.87,0.54,0,0,0,0,0,0,0,54.07,54.07,0,0,4546.25921720469,1083306.82313338
164,North Logan City,C,111,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1267,Utah,Cache,Bear River,01-01-04,Cache Valley,233,156,111,29,12,5,78,67,0,11,0,2668.97,1782.29,1264.83,328.09,133.5,55.86,886.68,762.05,0,124.63,0,8028.39,4172.48,1614.11,2241.8,33958.3688462001,32192501.9118913
165,Logan City Water System,C,106,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1112,Utah,Cache,Bear River,01-01-04,Cache Valley,192,157,101,52,5,0,35,9,1,24,0,11255.28,9226.97,5897.33,3043.07,286.57,0,2028.31,540.9,62.18,1425.24,0,22176.46,14365.61,7810.85,0,107094.107185533,84891261.4458414
166,BRWCD - Beaver Dam,C,36,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1439,Utah,Box Elder,Bear River,01-01-06,Tremonton,107,107,107,0,0,0,0,0,0,0,0,10.82,10.82,10.77,0,0.05,0,0,0,0,0,0,162.98,0,66.18,96.8,14999.797470689,1586225.49569726
167,Hyde Park City Water System,C,103,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1324,Utah,Cache,Bear River,01-01-04,Cache Valley,320,174,139,26,6,4,146,136,0,10,0,1586.82,863.7,687.78,127.67,29.43,18.82,723.12,675.72,0,47.4,0,2429.24,1170.23,1259.01,0,35685.7005610355,19148023.8405546
168,Ephraim City,C,979,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1330,Utah,Sanpete,Sevier River,05-01-00,Gunnison,180,174,125,15,32,1,6,6,0,0,0,1348.37,1302,938.96,114.83,237.05,11.16,46.37,46.37,0,0,0,5216.75,186.28,5030.47,0,26009.8850599763,17064627.633324
169,Delta City,C,657,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1203,Utah,Millard,Sevier River,05-02-04,Delta,301,287,176,20,88,4,14,4,0,10,0,1305.48,1245.28,761.88,87.48,380.09,15.83,60.2,16.51,0,43.69,0,2921.55,2921.55,0,0,36951.7296276081,21019059.8535843
170,Oak Meadows Subdivision,C,699,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11359,Utah,Millard,Sevier River,05-02-03,Fool Creek,451,451,451,0,0,0,0,0,0,0,0,40.39,40.39,40.39,0,0,0,0,0,0,0,0,40.35,40.35,0,0,4881.85443649452,1046866.72894548
171,Oak City Water System,C,665,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1158,Utah,Millard,Sevier River,05-02-03,Fool Creek,420,420,379,0,7,34,0,0,0,0,0,324.77,324.77,293.19,0,5.43,26.15,0,0,0,0,0,1291.29,161.41,1129.88,0,14731.4979119222,4864956.99981847
172,Castle Valley SSD - Elmo Town,C,381,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-01-03,Price River,826,82,76,4,2,0,743,715,0,29,0,386.52,38.52,35.54,1.94,1.04,0,348,334.64,0,13.37,0,484.23,0,484.23,0,10687.3107887546,3090886.91027353
173,Trail Canyon Residents Assn,C,384,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1412,Utah,Emery,West Colorado River,08-02-01,Huntington Creek,95,95,95,0,0,0,0,0,0,0,0,6.78,6.78,6.78,0,0,0,0,0,0,0,0,15,0,15,0,2912.66149364354,368977.136798915
174,North Emery SSD,C,358,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1039,Utah,Emery,West Colorado River,08-01-03,Price River,143,143,139,3,0,0,0,0,0,0,0,170.9,170.9,166.31,4.13,0.45,0,0,0,0,0,0,867,0,867,0,158301.177577256,341430442.213789
175,Chester Park Water System,C,2214,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11355,Utah,Sanpete,Sevier River,05-01-00,Gunnison,73,73,73,0,0,0,0,0,0,0,0,13.95,13.95,13.95,0,0,0,0,0,0,0,0,21.6,21.6,0,0,1696.46864351318,163497.61165258
176,Spring City,C,976,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1119,Utah,Sanpete,Sevier River,05-01-00,Gunnison,635,106,71,3,31,1,529,517,0,12,0,693.71,115.96,77.94,3.02,34.13,0.88,577.74,564.44,0,13.3,0,637.57,193.69,443.88,0,22861.6821788334,7319290.5652308
177,Wales Town Water System,C,978,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1167,Utah,Sanpete,Sevier River,05-01-00,Gunnison,223,146,133,9,3,0,77,64,0,14,0,78.76,51.48,46.94,3.31,1.23,0,27.28,22.46,0,4.83,0,130.4,0,130.4,0,5381.63522315966,1720426.55525112
178,Lynndyl Town Water System,C,663,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11155,Utah,Millard,Sevier River,05-02-03,Fool Creek,410,410,251,119,40,0,0,0,0,0,0,50.57,50.57,30.95,14.68,4.93,0,0,0,0,0,0,403.53,403.53,0,0,22840.5944112272,14632576.1537112
179,Moroni City,C,981,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1100,Utah,Sanpete,Sevier River,05-01-00,Gunnison,571,64,49,3,10,2,507,507,0,0,0,927.35,103.79,79.11,4.55,16.37,3.76,823.56,823.56,0,0,0,560.9,560.9,0,0,9101.65848001228,4425958.14726245
180,Wellington City,C,191,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1132,Utah,Carbon,West Colorado River,08-01-03,Price River,351,98,78,7,11,2,253,213,0,40,0,652.31,182.17,144.39,13.7,21.16,2.92,470.14,395.78,0,74.37,0,0,0,0,0,59456.0565434154,22272285.7739142
181,Leamington Town Water System,C,667,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1024,Utah,Millard,Sevier River,05-02-03,Fool Creek,405,263,221,5,5,32,142,122,0,20,0,108.82,70.62,59.45,1.23,1.3,8.63,38.21,32.88,0,5.33,0,301.41,161.41,140,0,10952.6438998178,6675101.46392871
182,Levan Town Water System,C,582,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1048,Utah,Juab,Sevier River,05-02-01,Levan,357,180,145,3,32,0,177,177,0,0,0,336.84,170.02,136.57,3.07,30.38,0,166.83,166.83,0,0,0,968.47,242.12,726.35,0,8780.92005971203,3532402.91146393
183,Mt. Pleasant City,C,975,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1070,Utah,Sanpete,Sevier River,05-01-00,Gunnison,406,110,64,25,21,0,296,255,0,42,0,1643.69,446.39,259.86,103.08,83.38,0.08,1197.3,1029.19,0,168.11,0,1417.19,842.57,574.62,0,29485.2119934457,18069550.1001357
184,East Carbon City,C,192,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1015,Utah,Carbon,West Colorado River,08-01-03,Price River,164,164,18,0,66,80,0,0,0,0,0,322.34,322.34,36,0,129.39,156.95,0,0,0,0,0,2744,0,0,2744,48545.7302707265,41581114.6793295
185,Price Municipal Corp.,C,187,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1335,Utah,Carbon,West Colorado River,08-01-03,Price River,215,210,124,23,62,1,4,4,0,0,0,2077.23,2033.77,1196.41,225.99,599.78,11.59,43.46,43.46,0,0,0,4527.86,0,2897.86,1630,28787.3678700789,21984077.4515459
186,Fountain Green,C,971,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1217,Utah,Sanpete,Sevier River,05-01-00,Gunnison,523,169,130,2,5,31,355,313,0,42,0,580.31,187.07,144.11,2.72,5.33,34.9,393.24,346.62,0,46.62,0,754.47,30,724.47,0,26240.6995579349,8259188.5541635
187,Fairview City Water System,C,980,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1249,Utah,Sanpete,Sevier River,05-01-00,Gunnison,370,103,90,6,2,4,268,209,0,59,0,560.14,155.56,136.27,9.77,3.48,6.05,404.57,315.46,0,89.11,0,532.66,427.74,104.92,0,14527.9055672133,5814760.72442789
188,Price River WID,C,199,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1247,Utah,Carbon,West Colorado River,08-01-03,Price River,469,244,214,30,0,0,225,129,0,96,0,3630.79,1887.43,1656.22,231.21,0,0,1743.36,999.21,0,744.16,0,6328.1,0,0,6328.1,271484.878851414,812934138.73198
189,Helper City,C,185,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1309,Utah,Carbon,West Colorado River,08-01-03,Price River,176,113,82,19,11,1,63,28,0,35,0,429.05,274.97,199.78,46.95,25.78,2.46,154.07,68.16,0,85.91,0,1871,499,1372,0,19364.1050674356,7889623.35210529
190,Nephi City,C,584,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1192,Utah,Juab,Utah Lake,04-01-02,Nephi,354,261,184,37,13,27,94,57,0,36,0,2293.79,1687.89,1194.41,237.53,82.25,173.7,605.91,371.31,0,234.6,0,5891.52,2824.7,3066.82,0,32028.2063319063,20032825.2543696
191,Elk Ridge Town,C,1321,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1159,Utah,Utah,Utah Lake,04-01-10,Utah Valley,170,170,156,1,10,3,0,0,0,0,0,721.82,721.82,662.35,3.31,42.16,14,0,0,0,0,0,915,915,0,0,31255.4443975705,11756406.789915
192,Woodland Hills City,C,1318,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1405,Utah,Utah,Utah Lake,04-01-10,Utah Valley,183,183,172,0,11,0,0,0,0,0,0,312.41,312.41,294.3,0,18.11,0,0,0,0,0,0,371.12,371.12,0,0,17279.2477182517,11195717.3486596
193,Covered Bridge Canyon HOA,C,1315,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1029,Utah,Utah,Utah Lake,04-01-10,Utah Valley,144,144,144,0,0,0,0,0,0,0,0,45.31,45.31,45.31,0,0,0,0,0,0,0,0,61.95,61.95,0,0,10031.5986247464,3545742.73495242
194,Genola City,C,1303,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1076,Utah,Utah,Utah Lake,04-01-10,Utah Valley,368,137,114,10,2,11,231,182,0,49,0,605.21,225.21,187.15,17.01,3.69,17.35,380,300,0,80,0,435.81,435.81,0,0,53165.7559892602,62715102.9766784
195,Payson City Water System,C,1312,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1166,Utah,Utah,Utah Lake,04-01-10,Utah Valley,150,95,51,10,4,31,55,44,0,11,0,3577.97,2276.25,1205.27,229.95,106.52,734.51,1301.72,1049.92,0,251.8,0,4854.58,3954.58,900,0,72227.2933876223,53283542.4371084
196,Bradford Acres Water Assoc.,C,1345,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11275,Utah,Utah,Utah Lake,04-01-10,Utah Valley,169,169,169,0,0,0,0,0,0,0,0,8.88,8.88,8.88,0,0,0,0,0,0,0,0,53.05,53.05,0,0,3094.88906340083,517594.259768309
197,Salem City,C,1292,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1035,Utah,Utah,Utah Lake,04-01-10,Utah Valley,306,78,62,16,0,0,228,228,0,0,0,2670.69,680.79,541.17,137.14,2.47,0,1989.9,1989.9,0,0,0,4425.67,3510.7,914.97,0,56106.6558421864,44674219.5712441
198,Mapleton City,C,1309,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1220,Utah,Utah,Utah Lake,04-01-10,Utah Valley,197,169,151,9,9,0,29,29,0,0,0,2180.12,1863.12,1665.55,95.5,100.83,1.25,317,317,0,0,0,6237.5,4055.46,2182.04,0,42588.7238731267,52606768.984497
199,Spanish Fork City,C,1294,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1257,Utah,Utah,Utah Lake,04-01-10,Utah Valley,207,68,48,8,7,6,140,96,11,32,0,9559.94,3122.04,2193.12,346.95,306.92,275.06,6437.9,4437.75,519.79,1480.36,0,10114.53,331.94,9782.59,0,87101.2351669297,71184396.8277384
200,Springville City,C,1296,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1343,Utah,Utah,Utah Lake,04-01-10,Utah Valley,259,215,136,40,20,19,44,38,0,6,0,9581.64,7946.76,5029.01,1463.25,745.15,709.35,1634.88,1420.94,0,213.94,0,11773.55,5710,6063.55,0,57906.4913435906,63835985.1842877
201,Myton City,C,297,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1102,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,365,237,161,20,50,6,128,128,0,0,0,247.09,160.29,109.41,13.53,33.6,3.74,86.8,86.8,0,0,0,0.6,0,0,0.6,15994.8990947141,7054648.28959474
202,Hidden Creek Water Co.,C,1418,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11283,Utah,Utah,Utah Lake,04-01-05,Hobble Creek,361,361,361,0,0,0,0,0,0,0,0,19.84,19.84,19.84,0,0,0,0,0,0,0,0,484.23,484.23,0,0,42448.6941951469,96015247.2717376
203,East Duchesne Culinary WID,C,333,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1362,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,753,753,177,100,20,456,0,0,0,0,0,834.52,834.52,196.33,110.72,21.64,505.83,0,0,0,0,0,346.4,0,0,346.4,134709.262228681,487242242.589277
204,Utah State Hospital,C,1376,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=2021,Utah,Utah,Utah Lake,04-01-10,Utah Valley,468,60,0,0,60,0,407,0,0,407,0,298.56,38.56,0,0,38.56,0,260,0,0,260,0,1253.66,363.18,890.48,0,3817.2184559196,768393.984577056
205,Fruitland Water SSD,C,340,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1441,Utah,Duchesne,Uintah,07-03-03,Fruitland,168,168,165,1,2,0,0,0,0,0,0,67.87,67.87,66.56,0.31,1,0,0,0,0,0,0,225,0,150,75,74066.5573984549,158935554.550009
206,Ouray Park WID,C,1264,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1327,Utah,Uintah,Uintah,07-04-01,Pelican Lake,310,310,308,2,0,0,0,0,0,0,0,107.78,107.78,107.04,0.64,0.09,0,0,0,0,0,0,0,0,0,0,89420.4421074865,298312888.815121
207,Fairfield Culinary Water System,C,1302,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1149,Utah,Utah,Utah Lake,04-01-11,Cedar Valley,510,67,61,0,6,0,443,313,0,130,0,26.28,3.44,3.13,0,0.31,0,22.84,16.12,0,6.72,0,13.5,0,13.5,0,53210.4422621079,109944904.696351
208,Mona Town Water System,C,583,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1147,Utah,Juab,Utah Lake,04-01-02,Nephi,260,84,83,1,0,0,177,177,0,0,0,612.63,197.34,195.13,2.19,0.03,0,415.28,415.28,0,0,0,590.99,203.6,387.39,0,17174.336950803,10798894.5377584
209,Rocky Ridge Town Water System,C,598,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1432,Utah,Juab,Utah Lake,04-01-02,Nephi,77,77,73,1,2,0,0,0,0,0,0,72.31,72.31,69.13,1.02,2.16,0,0,0,0,0,0,123.95,123.95,0,0,16681.3443598164,7470797.29266003
210,Goshen Town Water System,C,1304,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1246,Utah,Utah,Utah Lake,04-01-10,Utah Valley,327,246,199,2,15,30,82,82,0,0,0,337.51,253.31,205.13,1.66,15.83,30.69,84.19,84.19,0,0,0,689.2,169.2,520,0,9907.26430496703,3349206.02633256
211,Eureka Town,C,585,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1036,Utah,Juab,Sevier River,05-02-01,Levan,190,190,84,2,105,0,0,0,0,0,0,168.22,168.22,74.25,1.42,92.55,0,0,0,0,0,0,469.44,469.44,0,0,12872.7909880698,6401635.90543694
212,Elberta,C,1301,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1196,Utah,Utah,Utah Lake,04-01-10,Utah Valley,302,231,192,0,39,0,71,57,0,14,0,106.65,81.65,67.9,0,13.75,0,25,20,0,5,0,50.85,50.85,0,0,17069.8232590125,18106645.674421
213,Santaquin City,C,1293,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1268,Utah,Utah,Utah Lake,04-01-10,Utah Valley,200,62,54,8,0,0,138,120,0,18,0,3023.96,936.55,809.07,122.44,5.04,0,2087.41,1810.83,0,276.58,0,3899.96,2452,1447.96,0,67229.4332022355,46171347.8463343
214,Spring Lake,C,1295,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1310,Utah,Utah,Utah Lake,04-01-10,Utah Valley,582,174,151,15,7,0,408,408,0,0,0,309.69,92.4,80.46,7.96,3.98,0,217.29,217.29,0,0,0,256.83,181.59,75.24,0,7212.13267421797,2390134.07959728
215,Goosenest Water Co.,C,1324,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1424,Utah,Utah,Utah Lake,04-01-10,Utah Valley,1080,1080,392,688,0,0,0,0,0,0,0,113.75,113.75,41.32,72.43,0,0,0,0,0,0,0,140.42,48.42,92,0,1213.93677790317,42674.8086979246
216,Johnson Water District,C,301,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1021,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,878,790,207,29,0,554,88,88,0,0,0,1887.46,1698.21,444.26,62.54,0,1191.41,189.25,189.25,0,0,0,150.09,112.99,36.5,0.6,223411.428889867,408259134.147378
217,White Hills Subdivision,C,1395,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1446,Utah,Utah,Utah Lake,04-01-11,Cedar Valley,75,75,74,0,2,0,0,0,0,0,0,62.4,62.4,61.04,0,1.36,0,0,0,0,0,0,2171.9,2171.9,0,0,25445.7102099267,29759553.8834706
218,Provo City,C,1297,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1010,Utah,Utah,Utah Lake,04-01-10,Utah Valley,176,172,102,54,15,0,4,0,0,4,0,23782.03,23226.53,13813.23,7299.76,2066.59,46.95,555.5,41.97,0,513.53,0,49135,22510,10070,16555,119537.113202896,193359850.087421
219,Springdell Plat A & B,C,1323,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11350,Utah,Utah,Utah Lake,04-01-10,Utah Valley,956,956,956,0,0,0,0,0,0,0,0,83.55,83.55,83.55,0,0,0,0,0,0,0,0,123.9,0,123.9,0,3759.35117944051,479044.605688377
220,Orem City Water System,C,1311,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1280,Utah,Utah,Utah Lake,04-01-10,Utah Valley,229,225,149,25,48,3,4,2,2,0,0,25056.47,24606.47,16284.29,2739.58,5260.71,321.89,450,262,188,0,0,18368.61,14914.41,3454.2,0,58635.0670965277,81367503.5824264
